INSTITUTION,ACAD_CAREER,STRM,DESCR,DESCRSHORT,TERM_BEGIN_DT,TERM_END_DT,WEEKS_OF_INSTRUCT,TERM_CATEGORY,ACAD_YEAR
SISE,TITS,2083,INICIO TITULACION NOVIEMB 2018,TIT NOV18,00:00.0,00:00.0,12,R,2018
SISE,TITS,2171,Titulación 2017 - 1,Titu 17-1,00:00.0,00:00.0,16,R,2017
SISE,TITS,2172,INICIO TITULACION JULIO 2017,TIT JUL17,00:00.0,00:00.0,20,R,2017
SISE,TITS,2173,INICIO TITULACION NOV 2017,TIT NOV17,00:00.0,00:00.0,20,R,2017
SISE,TITS,2177,INICIO TITULACION MAR 17-GASTR,TITU GASTR,00:00.0,00:00.0,20,0,2017
SISE,TITS,2180,INICIO TITUL SEP17-GASTRO,TIT SEP17,00:00.0,00:00.0,20,W,2017
SISE,TITS,2201,INICIO TITULACION FEBRERO 2020,TI FEB2020,00:00.0,00:00.0,16,R,2020
SISE,TITS,2205,INICIO TITULACIÓN JUNIO 2020,TI JUN2020,00:00.0,00:00.0,16,R,2020
SISE,TITS,2206,INICIO TITULACIÓN SETIEMB 2020,TI SET2020,00:00.0,00:00.0,16,R,2020
SISE,TITS,2981,INICIO TITULACION ENERO 2019,TI ENE2019,00:00.0,00:00.0,12,R,2019
SISE,TITS,2982,INICIO TITULACION FEBRERO 2019,TI FEB2019,00:00.0,00:00.0,16,R,2019
SISE,TITS,2983,INICIO TITULACION MARZO 2019,TI MAR2019,00:00.0,00:00.0,16,R,2019
SISE,TITS,2984,INICIO TITULACION JUNIO 2019,TI JUN2019,00:00.0,00:00.0,24,R,2019
SISE,TITS,2985,INICIO TITULACION AGOSTO 2019,TI AGO2019,00:00.0,00:00.0,16,R,2019
SISE,TITS,2986,INICIO TITULACION SETIEMB 2019,TI SET2019,00:00.0,00:00.0,16,R,2019
SISE,TITS,2987,INICIO TITULACIÓN FEBRERO 2020,TIT FEB20,00:00.0,00:00.0,16,R,2020
SISE,TITS,2988,INICIO TITULACIÓN JUNIO 2020,TIT JUN20,00:00.0,00:00.0,16,R,2020
SISE,TITS,2989,INICIO TITULACIÓN SETIEMB 2020,TIT SET20,00:00.0,00:00.0,16,R,2020
SISE,TITS,2990,INICIO TITULACIÓN NOVIEMB 2020,TIT NOV20,00:00.0,00:00.0,16,R,2020
SISE,TITS,2991,INICIO TITULACIÓN ENERO 2021,TIT ENE21,00:00.0,00:00.0,16,R,2021
SISE,TITS,2992,INICIO TITULACIÓN ABRIL 2021,TIT ABR21,00:00.0,00:00.0,16,R,2021
SISE,TITS,2993,INICIO TITULACIÓN JULIO 2021,TIT JUL21,00:00.0,00:00.0,16,R,2021
SISE,TITS,2994,INICIO TITULACIÓN JULIO 2021,TIT JUL21,00:00.0,00:00.0,16,R,2021
SISE,TITS,2995,INICIO TITULACIÓN OCTUBRE 2021,TIT OCT21,00:00.0,00:00.0,16,R,2021
SISE,TITS,2996,INICIO TITULACIÓN ENERO 2022,TIT ENR22,00:00.0,00:00.0,16,R,2022
SISE,TITS,2997,INICIO TITULACIÓN ABRIL 2022,TIT ABR22,00:00.0,00:00.0,16,R,2022
SISE,TITS,2998,INICIO TITULACIÓN JULIO 2022,TIT JUL22,00:00.0,00:00.0,16,R,2022
SISE,TITS,2999,INICIO TITULACIÓN OCTUBRE 2022,TIT OCT22,00:00.0,00:00.0,16,R,2022
SISE,TITS,3000,INICIO TITULACIÓN ENERO 2023,TIT ENE23,00:00.0,00:00.0,16,R,2023
SISE,TITS,3001,INICIO TITULACIÓN ABRIL 2023,TIT ABR23,00:00.0,00:00.0,16,R,2023
SISE,TITS,3002,INICIO TITULACIÓN AGOSTO 2023,TIT AGO23,00:00.0,00:00.0,16,R,2023
SISE,TITS,3003,INICIO TITULACIÓN OCTUBRE 2023,TIT OCT23,00:00.0,00:00.0,16,R,2023
SISE,TITS,3004,INICIO TITULACIÓN ENERO 2024,TIT ENE24,00:00.0,00:00.0,16,R,2024
SISE,TITS,3005,INICIO TITULACIÓN ABRIL 2024,TIT ABR24,00:00.0,00:00.0,16,R,2024
SISE,TITS,3006,INICIO TITULACIÓN AGOSTO 2024,TIT AGO24,00:00.0,00:00.0,16,R,2024
SISE,TITS,3007,INICIO TITULACIÓN OCTUBRE 2024,TIT OCT24,00:00.0,00:00.0,16,R,2024
SISE,TITS,3008,INICIO TITULACIÓN JUNIO 2024,TIT JUN24,00:00.0,00:00.0,16,R,2024
SISE,TITS,3009,INICIO TITULACIÓN ENERO 2025,TIT ENE25,00:00.0,00:00.0,16,R,2025
SISE,TITS,3010,INICIO TITULACIÓN ABRIL 2025,TIT ABR25,00:00.0,00:00.0,16,R,2025
SISE,TITS,3011,INICIO TITULACIÓN AGOSTO 2025,TIT AGO25,00:00.0,00:00.0,16,R,2025
SISE,TITS,3012,INICIO TITULACIÓN OCTUBRE 2025,TIT OCT25,00:00.0,00:00.0,16,R,2025
SISE,TITS,3013,INICIO TITULACIÓN JUNIO 2025,TIT JUN25,00:00.0,00:00.0,16,R,2025
SISE,TITS,3014,INICIO TITULACIÓN ENERO 2026,TIT ENE26,00:00.0,00:00.0,16,R,2026
SISE,TITS,3015,INICIO TITULACIÓN ABRIL 2026,TIT ABR26,00:00.0,00:00.0,16,R,2026
SISE,TITS,3016,INICIO TITULACIÓN JUNIO 2026,TIT JUN26,00:00.0,00:00.0,16,R,2026
SISE,TITS,3017,INICIO TITULACIÓN AGOSTO 2026,TIT AGO26,00:00.0,00:00.0,16,R,2026
SISE,TITS,3018,INICIO TITULACIÓN OCTUBRE 2026,TIT OCT26,00:00.0,00:00.0,16,R,2026
SISE,VIRT,2201,INICIO EXTENSIÓN VIRTUAL 2020,VIRT 2020,00:00.0,00:00.0,36,R,2020
SISE,VIRT,2202,INICIO EXTENSIÓN VIRTUAL 2021,VIRT 2021,00:00.0,00:00.0,5,R,2020
SISE,VIRT,2203,INICIO EXTENSIÓN VIRTUAL 2022,VIRT 2022,00:00.0,00:00.0,5,R,2022
SISE,VIRT,2204,INICIO EXTENSIÓN VIRTUAL 2023,VIRT 2023,00:00.0,00:00.0,5,R,2023
SISE,VIRT,2205,INICIO EXTENSIÓN VIRTUAL 2024,VIRT 2024,00:00.0,00:00.0,5,R,2024
SISE,VIRT,2206,INICIO EXTENSIÓN VIRTUAL 2025,VIRT 2025,00:00.0,00:00.0,5,R,2025
SISE,VIRT,2207,INICIO EXTENSIÓN VIRTUAL 2026,VIRT 20262,00:00.0,00:00.0,5,R,2026
